Neighborhood_ID,Neighborhood,Crime_Rate,Year
25,Hunts Point,8894,2016
163,Jamaica Center,10157,2016
273,Mount Hope,13560,2016
297,Malba,518,2016
181,Seaside,3939,2016
81,Borough Park,7865,2016
19,West Farms,10478,2016
236,Grant City,1658,2016
83,Gerritsen Beach,3087,2016
256,Clifton,1002,2016
266,Jamaica Hills,3106,2016
33,Van Nest,5869,2016
15,University Heights,9807,2016
52,Brighton Beach,7672,2016
41,Castle Hill,3985,2016
195,Somerville,1967,2016
229,Graniteville,3329,2016
133,Woodside,7850,2016
160,Kew Gardens Hills,2851,2016
170,Springfield Gardens,3791,2016
176,Steinway,2940,2016
208,Port Richmond,4537,2016
137,South Corona,4333,2016
148,Rego Park,3591,2016
112,Lenox Hill,5348,2016
283,Vinegar Hill,1199,2016
177,Beechhurst,1232,2016
183,Murray Hill,3485,2016
162,Briarwood,4338,2016
151,South Ozone Park,7723,2016
235,Midland Beach,644,2016
281,Blissville,1859,2016
249,Bulls Head,1341,2016
45,Unionport,3975,2016
38,Pelham Bay,1806,2016
165,Queens Village,3781,2016
280,Sunnyside Gardens,5694,2016
142,Long Island City,4297,2016
130,Battery Park City,1133,2016
293,Middle Village,1855,2016
102,Fort Hamilton,2294,2016
230,Arlington,2664,2016
210,Port Ivory,530,2016
205,Grymes Hill,1602,2016
144,East Elmhurst,4441,2016
101,Ocean Parkway,4119,2016
95,Georgetown,2201,2016
201,New Brighton,2689,2016
288,Willowbrook,937,2016
222,Silver Lake,400,2016
138,Forest Hills,2864,2016
147,Glendale,2530,2016
277,Tudor City,3617,2016
184,Floral Park,1024,2016
70,Fort Greene,5711,2016
93,Midwood,4961,2016
179,Edgemere,2946,2016
155,Auburndale,2493,2016
58,Kensington,4942,2016
2,Co-op City,4442,2016
193,Belle Harbor,312,2016
3,Eastchester,2259,2016
100,Navy Yard,1632,2016
65,Brooklyn Heights,3452,2016
223,Sunnyside,501,2016
85,Clinton Hill,6784,2016
238,Bay Terrace,758,2016
159,Bellerose,1033,2016
37,North Riverdale,1284,2016
67,Carroll Gardens,2425,2016
241,Butler Manor,224,2016
239,Huguenot,630,2016
228,Westerleigh,1009,2016
243,Rossville,649,2016
123,Tribeca,2505,2016
125,Soho,5242,2016
34,Morris Park,2251,2016
196,Brookville,1351,2016
200,St. George,2700,2016
216,Great Kills,1730,2016
199,Forest Hills Gardens,2183,2016
188,Hillcrest,1079,2016
214,New Dorp,1126,2016
154,Bayside,3862,2016
254,Richmond Town,498,2016
161,Fresh Meadows,2110,2016
299,Madison,2420,2016
217,Eltingville,1239,2016
264,Paerdegat Basin,2705,2016
29,Throgs Neck,1168,2016
268,Pomonok,3675,2016
287,Manor Heights,520,2016
197,Bellaire,2996,2016
153,Whitestone,1827,2016
185,Holliswood,1971,2016
4,Fieldston,917,2016
156,Little Neck,525,2016
258,Emerson Hill,252,2016
32,Westchester Square,3417,2016
175,Breezy Point,394,2016
206,Todt Hill,84,2016
209,Mariner's Harbor,1390,2016
36,Spuyten Duyvil,779,2016
211,Castleton Corners,921,2016
233,Old Town,1103,2016
86,Sea Gate,2155,2016
212,New Springville,548,2016
219,Woodrow,289,2016
92,Bergen Beach,286,2016
23,Port Morris,740,2016
194,Rockaway Park,1374,2016
78,Manhattan Beach,693,2016
240,Pleasant Plains,307,2016
247,Chelsea,194,2016
244,Arden Heights,998,2016
77,Mill Island,590,2016
282,Fulton Ferry,780,2016
13,City Island,529,2016
269,Astoria Heights,2412,2016
182,Neponsit,152,2016
248,Bloomfield,379,2016
215,Oakwood,587,2016
207,South Beach,422,2016
231,Arrochar,1081,2016
232,Grasmere,949,2016
174,Broad Channel,425,2016
267,Utopia,684,2016
213,Travis,288,2016
255,Shore Acres,500,2016
291,Roxbury,61,2016
203,Rosebank,582,2016
257,Concord,539,2016
290,Egbertville,162,2016
245,Greenridge,796,2016
289,Sandy Ground,402,2016
28,Clason Point,979,2016
296,Richmond Valley,427,2016
242,Charleston,168,2016
294,Prince's Bay,605,2016
260,Howland Hook,38,2016
295,Lighthouse Hill,52,2016
